sentence,word,label
Kal ka paper kaisa gaya tumhara,ka,URD
Kal ka paper kaisa gaya tumhara,paper,ENG
Kal ka paper kaisa gaya tumhara,kaisa,URD
Kal ka paper kaisa gaya tumhara,gaya,URD
Kal ka paper kaisa gaya tumhara,tumhara,URD
Yaar wo restaurant ka khana bohot tasty tha,Yaar,URD
Yaar wo restaurant ka khana bohot tasty tha,wo,URD
Yaar wo restaurant ka khana bohot tasty tha,restaurant,ENG
Yaar wo restaurant ka khana bohot tasty tha,ka,URD
Yaar wo restaurant ka khana bohot tasty tha,khana,URD
Yaar wo restaurant ka khana bohot tasty tha,bohot,URD
Yaar wo restaurant ka khana bohot tasty tha,tasty,ENG
Yaar wo restaurant ka khana bohot tasty tha,tha,URD
Mera plan hai ke kal early sona hai,Mera,URD
Mera plan hai ke kal early sona hai,plan,ENG
Mera plan hai ke kal early sona hai,hai,URD
Mera plan hai ke kal early sona hai,ke,URD
Mera plan hai ke kal early sona hai,kal,URD
Mera plan hai ke kal early sona hai,early,ENG
Mera plan hai ke kal early sona hai,sona,URD
Mera plan hai ke kal early sona hai,hai,URD
Kya tumne homework complete kar liya,Kya,URD
Kya tumne homework complete kar liya,tumne,URD
Kya tumne homework complete kar liya,homework,ENG
Kya tumne homework complete kar liya,complete,ENG
Kya tumne homework complete kar liya,kar,URD
Kya tumne homework complete kar liya,liya,URD
Bhai mujhe ek favor chahiye tumse,Bhai,URD
Bhai mujhe ek favor chahiye tumse,mujhe,URD
Bhai mujhe ek favor chahiye tumse,ek,URD
Bhai mujhe ek favor chahiye tumse,favor,ENG
Bhai mujhe ek favor chahiye tumse,chahiye,URD
Bhai mujhe ek favor chahiye tumse,tumse,URD
Yeh dress mujhpe kaisi lagegi,Yeh,URD
Yeh dress mujhpe kaisi lagegi,dress,ENG
Yeh dress mujhpe kaisi lagegi,mujhpe,URD
Yeh dress mujhpe kaisi lagegi,kaisi,URD
Yeh dress mujhpe kaisi lagegi,lagegi,URD
Mujhe office jaate waqt traffic mil gaya,Mujhe,URD
Mujhe office jaate waqt traffic mil gaya,office,ENG
Mujhe office jaate waqt traffic mil gaya,jaate,URD
Mujhe office jaate waqt traffic mil gaya,waqt,URD
Mujhe office jaate waqt traffic mil gaya,traffic,ENG
Mujhe office jaate waqt traffic mil gaya,mil,URD
Mujhe office jaate waqt traffic mil gaya,gaya,URD
Kal ka function bohot achha raha,Kal,URD
Kal ka function bohot achha raha,ka,URD
Kal ka function bohot achha raha,function,ENG
Kal ka function bohot achha raha,bohot,URD
Kal ka function bohot achha raha,achha,URD
Kal ka function bohot achha raha,raha,URD
Mujhe abhi ek call receive karni hai,Mujhe,URD
Mujhe abhi ek call receive karni hai,abhi,URD
Mujhe abhi ek call receive karni hai,ek,URD
Mujhe abhi ek call receive karni hai,call,ENG
Mujhe abhi ek call receive karni hai,receive,ENG
Mujhe abhi ek call receive karni hai,karni,URD
Mujhe abhi ek call receive karni hai,hai,URD
Yaar ye deadline extend ho sakti hai kya,Yaar,URD
Yaar ye deadline extend ho sakti hai kya,ye,URD
Yaar ye deadline extend ho sakti hai kya,deadline,ENG
Yaar ye deadline extend ho sakti hai kya,extend,ENG
Yaar ye deadline extend ho sakti hai kya,ho,URD
Yaar ye deadline extend ho sakti hai kya,sakti,URD
Yaar ye deadline extend ho sakti hai kya,hai,URD
Yaar ye deadline extend ho sakti hai kya,kya,URD
Mera mood theek nahi hai please mujhe akela chorho,Mera,URD
Mera mood theek nahi hai please mujhe akela chorho,mood,URD
Mera mood theek nahi hai please mujhe akela chorho,theek,URD
Mera mood theek nahi hai please mujhe akela chorho,nahi,URD
Mera mood theek nahi hai please mujhe akela chorho,hai,URD
Mera mood theek nahi hai please mujhe akela chorho,please,ENG
Mera mood theek nahi hai please mujhe akela chorho,mujhe,URD
Mera mood theek nahi hai please mujhe akela chorho,akela,URD
Mera mood theek nahi hai please mujhe akela chorho,chorho,URD
Kal ki party mein kya pehnu main,Kal,URD
Kal ki party mein kya pehnu main,ki,URD
Kal ki party mein kya pehnu main,party,ENG
Kal ki party mein kya pehnu main,mein,URD
Kal ki party mein kya pehnu main,kya,URD
Kal ki party mein kya pehnu main,pehnu,URD
Kal ki party mein kya pehnu main,main,URD
Mujhe iska cost pata nahi,Mujhe,URD
Mujhe iska cost pata nahi,iska,URD
Mujhe iska cost pata nahi,cost,ENG
Mujhe iska cost pata nahi,pata,URD
Mujhe iska cost pata nahi,nahi,URD
Yaar internet bohot down chal raha hai poore din se,Yaar,URD
Yaar internet bohot down chal raha hai poore din se,internet,ENG
Yaar internet bohot down chal raha hai poore din se,bohot,URD
Yaar internet bohot down chal raha hai poore din se,down,ENG
Yaar internet bohot down chal raha hai poore din se,chal,URD
Yaar internet bohot down chal raha hai poore din se,raha,URD
Yaar internet bohot down chal raha hai poore din se,hai,URD
Yaar internet bohot down chal raha hai poore din se,poore,URD
Yaar internet bohot down chal raha hai poore din se,din,URD
Yaar internet bohot down chal raha hai poore din se,se,URD
Mera interview kal subah 10 baje hai,Mera,URD
Mera interview kal subah 10 baje hai,interview,ENG
Mera interview kal subah 10 baje hai,kal,URD
Mera interview kal subah 10 baje hai,subah,URD
Mera interview kal subah 10 baje hai,10,URD
Mera interview kal subah 10 baje hai,baje,URD
Mera interview kal subah 10 baje hai,hai,URD
Kal se mera schedule bohot tight hai,Kal,URD
Kal se mera schedule bohot tight hai,se,URD
Kal se mera schedule bohot tight hai,mera,URD
Kal se mera schedule bohot tight hai,schedule,ENG
Kal se mera schedule bohot tight hai,bohot,URD
Kal se mera schedule bohot tight hai,tight,ENG
Kal se mera schedule bohot tight hai,hai,URD
Yeh khabar sunke mujhe bohot khushi hui,Yeh,URD
Yeh khabar sunke mujhe bohot khushi hui,khabar,URD
Yeh khabar sunke mujhe bohot khushi hui,sunke,URD
Yeh khabar sunke mujhe bohot khushi hui,mujhe,URD
Yeh khabar sunke mujhe bohot khushi hui,bohot,URD
Yeh khabar sunke mujhe bohot khushi hui,khushi,URD
Yeh khabar sunke mujhe bohot khushi hui,hui,URD
Mujhe ye figure out karna hai kaise hoga ye,Mujhe,URD
Mujhe ye figure out karna hai kaise hoga ye,ye,URD
Mujhe ye figure out karna hai kaise hoga ye,figure,ENG
Mujhe ye figure out karna hai kaise hoga ye,out,ENG
Mujhe ye figure out karna hai kaise hoga ye,karna,URD
Mujhe ye figure out karna hai kaise hoga ye,hai,URD
Mujhe ye figure out karna hai kaise hoga ye,kaise,URD
Mujhe ye figure out karna hai kaise hoga ye,hoga,URD
Mujhe ye figure out karna hai kaise hoga ye,ye,URD
Kal wala plan cancel ho gaya hai,Kal,URD
Kal wala plan cancel ho gaya hai,wala,URD
Kal wala plan cancel ho gaya hai,plan,ENG
Kal wala plan cancel ho gaya hai,cancel,ENG
Kal wala plan cancel ho gaya hai,ho,URD
Kal wala plan cancel ho gaya hai,gaya,URD
Kal wala plan cancel ho gaya hai,hai,URD
Mera dost bohot supportive hai hamesha,Mera,URD
Mera dost bohot supportive hai hamesha,dost,URD
Mera dost bohot supportive hai hamesha,bohot,URD
Mera dost bohot supportive hai hamesha,supportive,ENG
Mera dost bohot supportive hai hamesha,hai,URD
Mera dost bohot supportive hai hamesha,hamesha,URD
Ye chai thandi ho gayi hai dobara garam karo,Ye,URD
Ye chai thandi ho gayi hai dobara garam karo,chai,URD
Ye chai thandi ho gayi hai dobara garam karo,thandi,URD
Ye chai thandi ho gayi hai dobara garam karo,ho,URD
Ye chai thandi ho gayi hai dobara garam karo,gayi,URD
Ye chai thandi ho gayi hai dobara garam karo,hai,URD
Ye chai thandi ho gayi hai dobara garam karo,dobara,URD
Ye chai thandi ho gayi hai dobara garam karo,garam,URD
Ye chai thandi ho gayi hai dobara garam karo,karo,URD
Kal ka exam postpone hone wala hai shayad,Kal,URD
Kal ka exam postpone hone wala hai shayad,ka,URD
Kal ka exam postpone hone wala hai shayad,exam,ENG
Kal ka exam postpone hone wala hai shayad,postpone,ENG
Kal ka exam postpone hone wala hai shayad,hone,URD
Kal ka exam postpone hone wala hai shayad,wala,URD
Kal ka exam postpone hone wala hai shayad,hai,URD
Kal ka exam postpone hone wala hai shayad,shayad,URD
Mujhe abhi thora rest chahiye honestly,Mujhe,URD
Mujhe abhi thora rest chahiye honestly,abhi,URD
Mujhe abhi thora rest chahiye honestly,thora,URD
Mujhe abhi thora rest chahiye honestly,rest,ENG
Mujhe abhi thora rest chahiye honestly,chahiye,URD
Mujhe abhi thora rest chahiye honestly,honestly,MIX
Yaar office mein network issue chal raha hai,Yaar,URD
Yaar office mein network issue chal raha hai,office,ENG
Yaar office mein network issue chal raha hai,mein,URD
Yaar office mein network issue chal raha hai,network,ENG
Yaar office mein network issue chal raha hai,issue,ENG
Yaar office mein network issue chal raha hai,chal,URD
Yaar office mein network issue chal raha hai,raha,URD
Yaar office mein network issue chal raha hai,hai,URD
Kal se mera weight loss journey start ho raha hai,Kal,URD
Kal se mera weight loss journey start ho raha hai,se,URD
Kal se mera weight loss journey start ho raha hai,mera,URD
Kal se mera weight loss journey start ho raha hai,weight,ENG
Kal se mera weight loss journey start ho raha hai,loss,ENG
Kal se mera weight loss journey start ho raha hai,journey,ENG
Kal se mera weight loss journey start ho raha hai,start,ENG
Kal se mera weight loss journey start ho raha hai,ho,URD
Kal se mera weight loss journey start ho raha hai,raha,URD
Kal se mera weight loss journey start ho raha hai,hai,URD
Mujhe abhi ye khareedna hai urgently,Mujhe,URD
Mujhe abhi ye khareedna hai urgently,abhi,URD
Mujhe abhi ye khareedna hai urgently,ye,URD
Mujhe abhi ye khareedna hai urgently,khareedna,URD
Mujhe abhi ye khareedna hai urgently,hai,URD
Mujhe abhi ye khareedna hai urgently,urgently,ENG
Kal ki flight kis time hai tumhari,Kal,URD
Kal ki flight kis time hai tumhari,ki,URD
Kal ki flight kis time hai tumhari,flight,ENG
Kal ki flight kis time hai tumhari,kis,URD
Kal ki flight kis time hai tumhari,time,ENG
Kal ki flight kis time hai tumhari,hai,URD
Kal ki flight kis time hai tumhari,tumhari,URD
Yaar assignment ka format samajh nahi aya mujhe,Yaar,URD
Yaar assignment ka format samajh nahi aya mujhe,assignment,ENG
Yaar assignment ka format samajh nahi aya mujhe,ka,URD
Yaar assignment ka format samajh nahi aya mujhe,format,ENG
Yaar assignment ka format samajh nahi aya mujhe,samajh,URD
Yaar assignment ka format samajh nahi aya mujhe,nahi,URD
Yaar assignment ka format samajh nahi aya mujhe,aya,URD
Yaar assignment ka format samajh nahi aya mujhe,mujhe,URD
Mera favorite song abhi bhi wahi hai,Mera,URD
Mera favorite song abhi bhi wahi hai,favorite,ENG
Mera favorite song abhi bhi wahi hai,song,ENG
Mera favorite song abhi bhi wahi hai,abhi,URD
Mera favorite song abhi bhi wahi hai,bhi,URD
Mera favorite song abhi bhi wahi hai,wahi,URD
Mera favorite song abhi bhi wahi hai,hai,URD
Kal raat mujhe neend nahi ayi bilkul,Kal,URD
Kal raat mujhe neend nahi ayi bilkul,raat,URD
Kal raat mujhe neend nahi ayi bilkul,mujhe,URD
Kal raat mujhe neend nahi ayi bilkul,neend,URD
Kal raat mujhe neend nahi ayi bilkul,nahi,URD
Kal raat mujhe neend nahi ayi bilkul,ayi,URD
Kal raat mujhe neend nahi ayi bilkul,bilkul,URD
Yeh printer kaam nahi kar raha phir se,Yeh,URD
Yeh printer kaam nahi kar raha phir se,printer,ENG
Yeh printer kaam nahi kar raha phir se,kaam,URD
Yeh printer kaam nahi kar raha phir se,nahi,URD
Yeh printer kaam nahi kar raha phir se,kar,URD
Yeh printer kaam nahi kar raha phir se,raha,URD
Yeh printer kaam nahi kar raha phir se,phir,URD
Yeh printer kaam nahi kar raha phir se,se,URD
Mujhe ye jaan kar khushi hui ke tum theek ho,Mujhe,URD
Mujhe ye jaan kar khushi hui ke tum theek ho,ye,URD
Mujhe ye jaan kar khushi hui ke tum theek ho,jaan,URD
Mujhe ye jaan kar khushi hui ke tum theek ho,kar,URD
Mujhe ye jaan kar khushi hui ke tum theek ho,khushi,URD
Mujhe ye jaan kar khushi hui ke tum theek ho,hui,URD
Mujhe ye jaan kar khushi hui ke tum theek ho,ke,URD
Mujhe ye jaan kar khushi hui ke tum theek ho,tum,URD
Mujhe ye jaan kar khushi hui ke tum theek ho,theek,URD
Mujhe ye jaan kar khushi hui ke tum theek ho,ho,URD
Kal wali meeting mein kya discuss hua,Kal,URD
Kal wali meeting mein kya discuss hua,wali,URD
Kal wali meeting mein kya discuss hua,meeting,ENG
Kal wali meeting mein kya discuss hua,mein,URD
Kal wali meeting mein kya discuss hua,kya,URD
Kal wali meeting mein kya discuss hua,discuss,ENG
Kal wali meeting mein kya discuss hua,hua,URD
Mera phone screen crack ho gaya hai,Mera,URD
Mera phone screen crack ho gaya hai,phone,ENG
Mera phone screen crack ho gaya hai,screen,ENG
Mera phone screen crack ho gaya hai,crack,ENG
Mera phone screen crack ho gaya hai,ho,URD
Mera phone screen crack ho gaya hai,gaya,URD
Mera phone screen crack ho gaya hai,hai,URD
Yeh season mein bohot rain ho rahi hai,Yeh,URD
Yeh season mein bohot rain ho rahi hai,season,ENG
Yeh season mein bohot rain ho rahi hai,mein,URD
Yeh season mein bohot rain ho rahi hai,bohot,URD
Yeh season mein bohot rain ho rahi hai,rain,ENG
Yeh season mein bohot rain ho rahi hai,ho,URD
Yeh season mein bohot rain ho rahi hai,rahi,URD
Yeh season mein bohot rain ho rahi hai,hai,URD
Mujhe abhi office se leave leni hai,Mujhe,URD
Mujhe abhi office se leave leni hai,abhi,URD
Mujhe abhi office se leave leni hai,office,ENG
Mujhe abhi office se leave leni hai,se,URD
Mujhe abhi office se leave leni hai,leave,ENG
Mujhe abhi office se leave leni hai,leni,URD
Mujhe abhi office se leave leni hai,hai,URD
Kal ka trip cancel ho gaya sad,Kal,URD
Kal ka trip cancel ho gaya sad,ka,URD
Kal ka trip cancel ho gaya sad,trip,ENG
Kal ka trip cancel ho gaya sad,cancel,ENG
Kal ka trip cancel ho gaya sad,ho,URD
Kal ka trip cancel ho gaya sad,gaya,URD
Kal ka trip cancel ho gaya sad,sad,ENG
Yaar mujhe kuch samajh nahi araha kya karun,Yaar,URD
Yaar mujhe kuch samajh nahi araha kya karun,mujhe,URD
Yaar mujhe kuch samajh nahi araha kya karun,kuch,URD
Yaar mujhe kuch samajh nahi araha kya karun,samajh,URD
Yaar mujhe kuch samajh nahi araha kya karun,nahi,URD
Yaar mujhe kuch samajh nahi araha kya karun,araha,URD
Yaar mujhe kuch samajh nahi araha kya karun,kya,URD
Yaar mujhe kuch samajh nahi araha kya karun,karun,URD
Mera pura din waste ho gaya aaj,Mera,URD
Mera pura din waste ho gaya aaj,pura,URD
Mera pura din waste ho gaya aaj,din,URD
Mera pura din waste ho gaya aaj,waste,ENG
Mera pura din waste ho gaya aaj,ho,URD
Mera pura din waste ho gaya aaj,gaya,URD
Mera pura din waste ho gaya aaj,aaj,URD
Kal se online classes start ho rahi hain,Kal,URD
Kal se online classes start ho rahi hain,se,URD
Kal se online classes start ho rahi hain,online,ENG
Kal se online classes start ho rahi hain,classes,ENG
Kal se online classes start ho rahi hain,start,ENG
Kal se online classes start ho rahi hain,ho,URD
Kal se online classes start ho rahi hain,rahi,URD
Kal se online classes start ho rahi hain,hain,URD
Yeh shirt size mein chhoti hai mere liye,Yeh,URD
Yeh shirt size mein chhoti hai mere liye,shirt,ENG
Yeh shirt size mein chhoti hai mere liye,size,ENG
Yeh shirt size mein chhoti hai mere liye,mein,ENG
Yeh shirt size mein chhoti hai mere liye,chhoti,URD
Yeh shirt size mein chhoti hai mere liye,hai,URD
Yeh shirt size mein chhoti hai mere liye,mere,URD
Yeh shirt size mein chhoti hai mere liye,liye,URD
Mujhe abhi ye clear karna hai apne dost se,Mujhe,URD
Mujhe abhi ye clear karna hai apne dost se,abhi,URD
Mujhe abhi ye clear karna hai apne dost se,ye,URD
Mujhe abhi ye clear karna hai apne dost se,clear,ENG
Mujhe abhi ye clear karna hai apne dost se,karna,URD
Mujhe abhi ye clear karna hai apne dost se,hai,URD
Mujhe abhi ye clear karna hai apne dost se,apne,URD
Mujhe abhi ye clear karna hai apne dost se,dost,URD
Mujhe abhi ye clear karna hai apne dost se,se,URD
Kal se raat ka khana bahar khaya karenge,Kal,URD
Kal se raat ka khana bahar khaya karenge,se,URD
Kal se raat ka khana bahar khaya karenge,raat,URD
Kal se raat ka khana bahar khaya karenge,ka,URD
Kal se raat ka khana bahar khaya karenge,khana,URD
Kal se raat ka khana bahar khaya karenge,bahar,URD
Kal se raat ka khana bahar khaya karenge,khaya,URD
Kal se raat ka khana bahar khaya karenge,karenge,URD
Yaar iski call abhi tak nahi ayi,Yaar,URD
Yaar iski call abhi tak nahi ayi,iski,URD
Yaar iski call abhi tak nahi ayi,call,ENG
Yaar iski call abhi tak nahi ayi,abhi,URD
Yaar iski call abhi tak nahi ayi,tak,URD
Yaar iski call abhi tak nahi ayi,nahi,URD
Yaar iski call abhi tak nahi ayi,ayi,URD
Mera bag ghar pe rah gaya subah,Mera,URD
Mera bag ghar pe rah gaya subah,bag,ENG
Mera bag ghar pe rah gaya subah,ghar,URD
Mera bag ghar pe rah gaya subah,pe,URD
Mera bag ghar pe rah gaya subah,rah,URD
Mera bag ghar pe rah gaya subah,gaya,URD
Mera bag ghar pe rah gaya subah,subah,URD
Kal ka homework bohot lamba tha yaar,Kal,URD
Kal ka homework bohot lamba tha yaar,ka,URD
Kal ka homework bohot lamba tha yaar,homework,ENG
Kal ka homework bohot lamba tha yaar,bohot,URD
Kal ka homework bohot lamba tha yaar,lamba,URD
Kal ka homework bohot lamba tha yaar,tha,URD
Kal ka homework bohot lamba tha yaar,yaar,URD
Mujhe abhi ye samajhna hai kaise kaam karta hai,Mujhe,URD
Mujhe abhi ye samajhna hai kaise kaam karta hai,abhi,URD
Mujhe abhi ye samajhna hai kaise kaam karta hai,ye,URD
Mujhe abhi ye samajhna hai kaise kaam karta hai,samajhna,URD
Mujhe abhi ye samajhna hai kaise kaam karta hai,hai,URD
Mujhe abhi ye samajhna hai kaise kaam karta hai,kaise,URD
Mujhe abhi ye samajhna hai kaise kaam karta hai,kaam,URD
Mujhe abhi ye samajhna hai kaise kaam karta hai,karta,URD
Mujhe abhi ye samajhna hai kaise kaam karta hai,hai,URD
Yeh order abhi tak deliver nahi hua,Yeh,URD
Yeh order abhi tak deliver nahi hua,order,ENG
Yeh order abhi tak deliver nahi hua,abhi,URD
Yeh order abhi tak deliver nahi hua,tak,URD
Yeh order abhi tak deliver nahi hua,deliver,ENG
Yeh order abhi tak deliver nahi hua,nahi,URD
Yeh order abhi tak deliver nahi hua,hua,URD
Mera pen kho gaya hai kahin,Mera,URD
Mera pen kho gaya hai kahin,pen,ENG
Mera pen kho gaya hai kahin,kho,URD
Mera pen kho gaya hai kahin,gaya,URD
Mera pen kho gaya hai kahin,hai,URD
Mera pen kho gaya hai kahin,kahin,URD
Kal se mera new semester start ho raha hai,Kal,URD
Kal se mera new semester start ho raha hai,se,URD
Kal se mera new semester start ho raha hai,mera,URD
Kal se mera new semester start ho raha hai,new,ENG
Kal se mera new semester start ho raha hai,semester,ENG
Kal se mera new semester start ho raha hai,start,ENG
Kal se mera new semester start ho raha hai,ho,URD
Kal se mera new semester start ho raha hai,raha,URD
Kal se mera new semester start ho raha hai,hai,URD
Yaar tumhara reply itni der se kyun aya,Yaar,URD
Yaar tumhara reply itni der se kyun aya,tumhara,URD
Yaar tumhara reply itni der se kyun aya,reply,ENG
Yaar tumhara reply itni der se kyun aya,itni,URD
Yaar tumhara reply itni der se kyun aya,der,URD
Yaar tumhara reply itni der se kyun aya,se,URD
Yaar tumhara reply itni der se kyun aya,kyun,URD
Yaar tumhara reply itni der se kyun aya,aya,URD
Mujhe abhi ye essay likhna hai final ke liye,Mujhe,URD
Mujhe abhi ye essay likhna hai final ke liye,abhi,URD
Mujhe abhi ye essay likhna hai final ke liye,ye,URD
Mujhe abhi ye essay likhna hai final ke liye,essay,ENG
Mujhe abhi ye essay likhna hai final ke liye,likhna,URD
Mujhe abhi ye essay likhna hai final ke liye,hai,URD
Mujhe abhi ye essay likhna hai final ke liye,final,ENG
Mujhe abhi ye essay likhna hai final ke liye,ke,URD
Mujhe abhi ye essay likhna hai final ke liye,liye,URD
Kal ka din bohot hectic tha yaar sach mein,Kal,URD
Kal ka din bohot hectic tha yaar sach mein,ka,URD
Kal ka din bohot hectic tha yaar sach mein,din,URD
Kal ka din bohot hectic tha yaar sach mein,bohot,URD
Kal ka din bohot hectic tha yaar sach mein,hectic,ENG
Kal ka din bohot hectic tha yaar sach mein,tha,URD
Kal ka din bohot hectic tha yaar sach mein,yaar,URD
Kal ka din bohot hectic tha yaar sach mein,sach,URD
Kal ka din bohot hectic tha yaar sach mein,mein,URD
Yeh design mujhe bohot pasand aya honestly,Yeh,URD
Yeh design mujhe bohot pasand aya honestly,design,ENG
Yeh design mujhe bohot pasand aya honestly,mujhe,URD
Yeh design mujhe bohot pasand aya honestly,bohot,URD
Yeh design mujhe bohot pasand aya honestly,pasand,URD
Yeh design mujhe bohot pasand aya honestly,aya,URD
Yeh design mujhe bohot pasand aya honestly,honestly,ENG
Mujhe abhi ye clarify karna hai apne boss se,Mujhe,URD
Mujhe abhi ye clarify karna hai apne boss se,abhi,URD
Mujhe abhi ye clarify karna hai apne boss se,ye,URD
Mujhe abhi ye clarify karna hai apne boss se,clarify,ENG
Mujhe abhi ye clarify karna hai apne boss se,karna,URD
Mujhe abhi ye clarify karna hai apne boss se,hai,URD
Mujhe abhi ye clarify karna hai apne boss se,apne,URD
Mujhe abhi ye clarify karna hai apne boss se,boss,ENG
Mujhe abhi ye clarify karna hai apne boss se,se,URD
Kal se mera diet plan start ho raha hai strictly,Kal,URD
Kal se mera diet plan start ho raha hai strictly,se,URD
Kal se mera diet plan start ho raha hai strictly,mera,URD
Kal se mera diet plan start ho raha hai strictly,diet,ENG
Kal se mera diet plan start ho raha hai strictly,plan,ENG
Kal se mera diet plan start ho raha hai strictly,start,ENG
Kal se mera diet plan start ho raha hai strictly,ho,URD
Kal se mera diet plan start ho raha hai strictly,raha,URD
Kal se mera diet plan start ho raha hai strictly,hai,URD
Kal se mera diet plan start ho raha hai strictly,strictly,ENG
Yaar mujhe office jaate hue bohot der ho gayi,Yaar,URD
Yaar mujhe office jaate hue bohot der ho gayi,mujhe,URD
Yaar mujhe office jaate hue bohot der ho gayi,office,ENG
Yaar mujhe office jaate hue bohot der ho gayi,jaate,URD
Yaar mujhe office jaate hue bohot der ho gayi,hue,URD
Yaar mujhe office jaate hue bohot der ho gayi,bohot,URD
Yaar mujhe office jaate hue bohot der ho gayi,der,URD
Yaar mujhe office jaate hue bohot der ho gayi,ho,URD
Yaar mujhe office jaate hue bohot der ho gayi,gayi,URD
Mera dimagh kaam nahi kar raha abhi,Mera,URD
Mera dimagh kaam nahi kar raha abhi,dimagh,URD
Mera dimagh kaam nahi kar raha abhi,kaam,URD
Mera dimagh kaam nahi kar raha abhi,nahi,URD
Mera dimagh kaam nahi kar raha abhi,kar,URD
Mera dimagh kaam nahi kar raha abhi,raha,URD
Mera dimagh kaam nahi kar raha abhi,abhi,URD
Kal ka result dekh kar mujhe shock laga,Kal,URD
Kal ka result dekh kar mujhe shock laga,ka,URD
Kal ka result dekh kar mujhe shock laga,result,ENG
Kal ka result dekh kar mujhe shock laga,dekh,URD
Kal ka result dekh kar mujhe shock laga,kar,URD
Kal ka result dekh kar mujhe shock laga,mujhe,URD
Kal ka result dekh kar mujhe shock laga,shock,ENG
Kal ka result dekh kar mujhe shock laga,laga,URD
Yeh bill abhi tak pay nahi hua,Yeh,URD
Yeh bill abhi tak pay nahi hua,bill,ENG
Yeh bill abhi tak pay nahi hua,abhi,URD
Yeh bill abhi tak pay nahi hua,tak,URD
Yeh bill abhi tak pay nahi hua,pay,ENG
Yeh bill abhi tak pay nahi hua,nahi,URD
Yeh bill abhi tak pay nahi hua,hua,URD
Mujhe abhi ye decide karna hai kis university mein jaun,Mujhe,URD
Mujhe abhi ye decide karna hai kis university mein jaun,abhi,URD
Mujhe abhi ye decide karna hai kis university mein jaun,ye,URD
Mujhe abhi ye decide karna hai kis university mein jaun,decide,ENG
Mujhe abhi ye decide karna hai kis university mein jaun,karna,URD
Mujhe abhi ye decide karna hai kis university mein jaun,hai,URD
Mujhe abhi ye decide karna hai kis university mein jaun,kis,URD
Mujhe abhi ye decide karna hai kis university mein jaun,university,ENG
Mujhe abhi ye decide karna hai kis university mein jaun,mein,URD
Mujhe abhi ye decide karna hai kis university mein jaun,jaun,URD
Kal se raat ko jaldi sona shuru karenge,Kal,URD
Kal se raat ko jaldi sona shuru karenge,se,URD
Kal se raat ko jaldi sona shuru karenge,raat,URD
Kal se raat ko jaldi sona shuru karenge,ko,URD
Kal se raat ko jaldi sona shuru karenge,jaldi,URD
Kal se raat ko jaldi sona shuru karenge,sona,URD
Kal se raat ko jaldi sona shuru karenge,shuru,URD
Kal se raat ko jaldi sona shuru karenge,karenge,URD
Yaar iska price bohot zyada hai market mein,Yaar,URD
Yaar iska price bohot zyada hai market mein,iska,URD
Yaar iska price bohot zyada hai market mein,price,ENG
Yaar iska price bohot zyada hai market mein,bohot,URD
Yaar iska price bohot zyada hai market mein,zyada,URD
Yaar iska price bohot zyada hai market mein,hai,URD
Yaar iska price bohot zyada hai market mein,market,ENG
Yaar iska price bohot zyada hai market mein,mein,URD
Mera roommate aj wapis a raha hai,Mera,URD
Mera roommate aj wapis a raha hai,roommate,ENG
Mera roommate aj wapis a raha hai,aj,URD
Mera roommate aj wapis a raha hai,wapis,URD
Mera roommate aj wapis a raha hai,a,URD
Mera roommate aj wapis a raha hai,raha,URD
Mera roommate aj wapis a raha hai,hai,URD
Kal ka lecture mujhe samajh hi nahi aya,Kal,URD
Kal ka lecture mujhe samajh hi nahi aya,ka,URD
Kal ka lecture mujhe samajh hi nahi aya,lecture,ENG
Kal ka lecture mujhe samajh hi nahi aya,mujhe,URD
Kal ka lecture mujhe samajh hi nahi aya,samajh,URD
Kal ka lecture mujhe samajh hi nahi aya,hi,URD
Kal ka lecture mujhe samajh hi nahi aya,nahi,URD
Kal ka lecture mujhe samajh hi nahi aya,aya,URD
Yeh event postpone ho gaya hai kal ke liye,Yeh,URD
Yeh event postpone ho gaya hai kal ke liye,event,ENG
Yeh event postpone ho gaya hai kal ke liye,postpone,ENG
Yeh event postpone ho gaya hai kal ke liye,ho,URD
Yeh event postpone ho gaya hai kal ke liye,gaya,URD
Yeh event postpone ho gaya hai kal ke liye,hai,URD
Yeh event postpone ho gaya hai kal ke liye,kal,URD
Yeh event postpone ho gaya hai kal ke liye,ke,URD
Yeh event postpone ho gaya hai kal ke liye,liye,URD
Mujhe abhi ye confirm karna hai apne dost se,Mujhe,URD
Mujhe abhi ye confirm karna hai apne dost se,abhi,URD
Mujhe abhi ye confirm karna hai apne dost se,ye,URD
Mujhe abhi ye confirm karna hai apne dost se,confirm,ENG
Mujhe abhi ye confirm karna hai apne dost se,karna,URD
Mujhe abhi ye confirm karna hai apne dost se,hai,URD
Mujhe abhi ye confirm karna hai apne dost se,apne,URD
Mujhe abhi ye confirm karna hai apne dost se,dost,URD
Mujhe abhi ye confirm karna hai apne dost se,se,URD
Kal se office ka time change ho gaya hai,Kal,URD
Kal se office ka time change ho gaya hai,se,URD
Kal se office ka time change ho gaya hai,office,ENG
Kal se office ka time change ho gaya hai,ka,URD
Kal se office ka time change ho gaya hai,time,ENG
Kal se office ka time change ho gaya hai,change,ENG
Kal se office ka time change ho gaya hai,ho,URD
Kal se office ka time change ho gaya hai,gaya,URD
Kal se office ka time change ho gaya hai,hai,URD
